num_visits,location,total_minutes_on_demo,user_age,demo_source,data_rows_input,operating_system,users_in_network,outreach_emails_sent,support_tickets_filed,converted
7,Albany,179.3277297,42,website,8720,Other,25,7,0,TRUE
5,Boston,134.7705961,48,email,6810,Other,14,6,1,FALSE
8,New York,134.0434011,44,referral,8848,Other,26,6,1,FALSE
8,Albany,168.3208414,46,referral,6502,Windows,18,5,0,FALSE
9,Freehold,119.404073,41,email,12076,Windows,34,8,3,FALSE
4,Kansas City,92.72887065,40,conference,3208,Windows,25,6,5,FALSE
5,Tulsa,140.7445513,48,email,8120,Windows,19,6,1,FALSE
5,Freehold,182.7134353,41,conference,7395,Windows,23,7,0,FALSE
8,New York,99.25504149,36,referral,6545,Windows,16,6,0,FALSE
10,Columbus,114.572786,39,referral,9503,Windows,29,7,1,FALSE
6,Freehold,169.1881738,44,referral,11926,OSX,21,7,1,TRUE
6,Atlanta,130.2658144,48,referral,11203,Windows,30,6,3,TRUE
7,Memphis,147.0677217,49,website,12427,Windows,18,5,0,FALSE
6,Memphis,133.7108266,53,conference,8391,OSX,10,5,0,FALSE
6,Freehold,187.7612765,49,website,11440,Windows,20,6,0,FALSE
6,Las Vegas,103.9914715,45,conference,12764,Windows,24,6,0,TRUE
7,Albany,147.3502324,33,referral,10011,Other,28,6,0,FALSE
12,Las Vegas,84.04853033,43,referral,6198,OSX,26,6,1,FALSE
6,Seattle,161.4389006,40,website,6078,Windows,21,5,0,FALSE
9,Memphis,144.9435417,37,website,10584,Windows,25,6,1,FALSE
8,San Jose,142.4438814,38,referral,11173,OSX,29,6,2,FALSE
9,Columbus,140.2195217,42,website,11083,Windows,20,6,0,FALSE
8,Austin,147.8269587,38,website,10924,Windows,22,7,0,FALSE
6,Austin,134.3336134,55,referral,14445,Windows,21,5,3,TRUE
6,Memphis,68.61964868,44,conference,10332,Windows,19,6,1,FALSE
6,San Jose,171.931043,43,website,6625,Windows,16,5,0,FALSE
9,New York,130.5911642,46,email,9381,Windows,24,5,2,TRUE
9,Chicago,194.4467895,40,website,8655,Other,21,6,0,TRUE
8,Tulsa,217.4011967,41,referral,9596,OSX,14,6,1,TRUE
10,San Jose,164.9450056,49,email,13231,OSX,13,5,3,TRUE
7,Boston,124.6634207,41,referral,9059,OSX,33,7,3,FALSE
8,Albany,248.3657653,55,email,9274,OSX,17,6,0,TRUE
7,Seattle,158.9988746,44,referral,10927,Windows,16,6,0,FALSE
8,San Jose,221.7071661,40,referral,7475,Windows,14,6,1,TRUE
8,Las Vegas,157.8308447,37,website,13644,OSX,27,6,1,TRUE
5,Chicago,158.2138895,34,referral,10042,Windows,25,5,0,FALSE
6,Atlanta,182.2861547,48,website,9324,Windows,25,6,2,TRUE
10,Phoenix,122.2955409,36,referral,10246,OSX,27,4,1,FALSE
8,Columbus,153.2217833,49,email,11132,Other,21,7,0,TRUE
6,Austin,128.2114641,50,email,8761,Windows,17,6,1,FALSE
11,Tulsa,109.7915187,39,referral,7754,Windows,23,5,0,TRUE
8,Los Angeles,136.9522055,36,referral,10836,Windows,18,6,0,FALSE
8,Las Vegas,132.6398498,26,referral,8706,Windows,41,5,4,FALSE
7,Kansas City,219.9133858,47,website,6537,Windows,19,6,0,FALSE
8,New York,152.1815874,45,email,8553,Windows,20,7,0,FALSE
12,Tulsa,79.89895046,45,referral,7411,Windows,22,5,0,FALSE
4,Las Vegas,135.9191528,33,referral,14375,Windows,18,4,4,TRUE
9,Atlanta,140.9328403,51,website,10436,Windows,14,5,0,FALSE
10,Phoenix,111.8334677,42,email,9805,Other,24,5,2,TRUE
11,Austin,237.798647,49,conference,7573,OSX,25,6,0,TRUE
7,Kansas City,103.6650316,50,conference,11154,Windows,19,7,0,FALSE
5,Denver,139.8095194,42,conference,6986,Other,21,7,1,FALSE
9,Columbus,137.8821531,49,email,12306,Windows,17,6,0,FALSE
8,Boston,69.76702719,43,referral,14084,Windows,21,6,0,FALSE
10,Albany,94.0904012,44,referral,8785,Other,29,7,3,FALSE
8,Las Vegas,102.4892629,47,referral,8738,Windows,13,7,0,FALSE
5,Boston,142.4690587,48,conference,6889,OSX,19,4,2,FALSE
4,Las Vegas,170.4212557,49,email,8493,OSX,20,5,0,FALSE
7,New York,136.9423915,53,email,6211,Windows,15,8,1,FALSE
8,Phoenix,145.1920668,38,referral,8998,Windows,23,6,1,FALSE
7,Columbus,134.9735704,39,email,10073,Windows,23,6,0,TRUE
5,Seattle,136.4957882,51,conference,6057,OSX,14,6,1,FALSE
8,San Jose,137.5732732,40,referral,9085,Windows,27,7,0,FALSE
9,Kansas City,189.3333057,51,conference,6391,OSX,27,7,0,TRUE
11,Tulsa,100.2565187,34,referral,6626,OSX,31,6,1,FALSE
7,Phoenix,120.8762622,43,email,10797,Windows,16,5,0,FALSE
6,Seattle,125.3031541,47,website,12060,Other,21,6,3,TRUE
5,Denver,182.0235207,50,conference,6776,OSX,18,6,0,FALSE
7,Las Vegas,152.1210572,43,website,7418,Windows,14,4,0,FALSE
4,Columbus,116.5722352,43,website,6051,Windows,15,7,4,FALSE
6,Freehold,131.3053798,40,website,11279,OSX,24,5,0,TRUE
9,Boston,126.1499962,54,website,11088,OSX,19,5,1,FALSE
8,Tulsa,142.4741984,38,website,10577,Windows,28,7,2,FALSE
5,Albany,102.3803353,49,email,9074,Windows,20,4,3,FALSE
5,Las Vegas,130.8194585,46,conference,8056,OSX,14,6,0,FALSE
9,Las Vegas,139.0129368,47,website,9671,OSX,23,6,1,FALSE
7,New York,175.1650809,50,referral,8368,OSX,20,6,2,TRUE
5,San Diego,153.0296262,45,email,5560,Windows,19,6,2,FALSE
5,Phoenix,190.954738,41,website,13522,Windows,18,7,0,FALSE
7,Tulsa,143.2279329,41,email,9715,Windows,20,6,0,TRUE
3,San Jose,189.9871577,42,conference,5927,OSX,28,8,2,FALSE
6,New York,206.4201587,55,website,11686,OSX,5,5,1,TRUE
10,Las Vegas,142.5573818,36,referral,10709,OSX,31,6,3,FALSE
9,Kansas City,150.2827396,45,referral,9972,Other,28,5,1,FALSE
8,San Diego,158.1535667,43,website,11669,OSX,29,7,2,FALSE
5,Boston,93.00408914,46,website,4844,Windows,15,6,4,FALSE
4,Columbus,110.2338003,46,email,8632,Windows,20,6,1,FALSE
9,Denver,171.7267259,41,email,9559,OSX,33,5,0,TRUE
6,Albany,177.5483618,46,conference,6784,Other,20,7,0,FALSE
8,San Diego,159.6299708,49,conference,13603,Other,20,5,1,FALSE
7,Denver,170.6998772,50,referral,8901,Windows,22,6,3,TRUE
5,Tulsa,88.25897152,46,email,10744,Windows,19,7,0,FALSE
4,Tulsa,169.5717935,44,conference,7051,OSX,22,6,1,FALSE
5,Boston,177.0034153,52,conference,6982,OSX,14,5,0,FALSE
5,San Diego,125.3286377,41,referral,10837,Windows,27,5,0,FALSE
9,Freehold,130.9856614,34,referral,7288,OSX,30,5,1,FALSE
11,Boston,97.06763126,43,conference,10100,Windows,22,6,3,FALSE
7,Freehold,181.3086792,41,website,13970,Windows,24,5,3,TRUE
6,Austin,114.1788861,47,conference,8562,OSX,17,6,0,FALSE
8,Tulsa,148.680915,53,conference,12697,Windows,12,6,0,FALSE
10,Albany,113.0540908,41,email,8102,Windows,32,8,3,TRUE
9,Austin,121.2488745,42,referral,9479,OSX,24,6,2,FALSE
6,Las Vegas,148.3882386,42,email,10282,Windows,19,7,0,FALSE
9,Phoenix,211.3872274,43,referral,9080,OSX,27,7,0,TRUE
11,Chicago,125.2608765,40,referral,10454,OSX,29,7,1,FALSE
9,Seattle,114.9176695,47,referral,9153,OSX,24,6,0,FALSE
9,Albany,113.7324806,49,referral,8232,Windows,13,5,0,FALSE
11,Kansas City,86.36931812,38,referral,6238,Windows,29,7,0,FALSE
5,New York,164.5442034,46,conference,2723,OSX,15,6,4,FALSE
8,Freehold,166.0681108,48,conference,11619,Windows,21,5,0,FALSE
5,Kansas City,180.607884,40,website,13778,Windows,23,6,1,FALSE
5,Columbus,169.2350948,41,email,13088,Windows,24,7,0,FALSE
7,Columbus,155.7183725,49,conference,11691,Windows,16,6,0,FALSE
5,Columbus,160.9861839,51,conference,7387,OSX,10,6,0,FALSE
9,Seattle,240.260858,53,conference,6390,OSX,16,7,0,TRUE
8,Los Angeles,230.9472144,45,referral,8045,OSX,18,6,1,TRUE
12,Denver,83.17977919,36,referral,6471,OSX,32,5,1,FALSE
6,Phoenix,195.9196477,55,referral,7976,Windows,26,5,2,TRUE
5,New York,205.8219423,42,conference,17002,OSX,29,6,3,FALSE
6,Tulsa,156.2965199,34,website,10012,Windows,18,7,1,TRUE
6,Las Vegas,159.35434,44,referral,13816,OSX,25,5,1,TRUE
5,Phoenix,132.7805794,49,conference,9321,OSX,18,4,0,TRUE
6,Albany,224.2615488,46,conference,3725,OSX,9,7,0,FALSE
6,Seattle,115.8818921,49,email,9610,Windows,13,7,0,FALSE
5,San Diego,130.6519788,46,conference,5527,Windows,19,6,3,FALSE
8,Chicago,126.5721235,49,referral,12099,OSX,27,6,1,TRUE
9,Albany,124.4558178,44,website,9835,Windows,18,5,0,FALSE
5,Freehold,98.19431656,39,email,13420,Other,31,6,0,TRUE
7,Austin,121.4029821,45,email,8533,Windows,15,6,0,FALSE
5,Seattle,191.1291629,45,email,7099,Other,19,7,0,FALSE
5,Columbus,168.667256,43,conference,8385,Other,24,5,0,FALSE
6,Tulsa,140.6570071,45,conference,6523,OSX,14,6,0,FALSE
7,Columbus,169.7140829,52,referral,9114,Windows,24,6,1,TRUE
9,Freehold,126.6194201,42,referral,7972,Other,24,7,2,FALSE
7,New York,157.8159667,38,referral,10362,OSX,23,6,0,FALSE
10,San Diego,111.5992761,42,email,7934,Windows,22,5,0,FALSE
5,Boston,219.7665164,42,website,4282,Windows,22,6,1,FALSE
7,Memphis,155.3430679,36,website,10938,OSX,33,5,3,FALSE
9,San Diego,128.1921074,40,email,8487,Windows,24,7,0,FALSE
10,Denver,131.1487044,38,referral,7037,Windows,40,7,5,TRUE
7,Kansas City,193.1223311,46,website,10269,OSX,19,6,0,TRUE
6,Phoenix,109.237835,48,email,9057,Windows,15,6,0,FALSE
6,Memphis,131.0349554,40,referral,7853,Windows,20,7,0,FALSE
4,San Diego,183.8993619,35,email,14202,Windows,25,6,0,FALSE
6,Boston,174.4176424,44,email,14709,Other,26,7,2,FALSE
9,Denver,123.3272074,36,referral,9218,Windows,32,7,2,FALSE
9,Boston,190.6232859,40,email,9946,Other,32,6,0,TRUE
6,Las Vegas,57.00569963,47,conference,10194,OSX,16,6,2,FALSE
7,Las Vegas,121.7720633,51,website,11977,Windows,19,6,0,FALSE
6,Tulsa,165.6746792,51,referral,7057,Windows,30,7,1,TRUE
9,Los Angeles,121.8922118,50,email,14184,Windows,21,6,3,TRUE
8,Memphis,131.2095459,49,conference,8158,Windows,16,5,0,FALSE
5,Los Angeles,67.09520786,44,conference,11454,Windows,20,5,1,FALSE
13,Chicago,69.10191265,43,referral,6129,OSX,25,5,1,FALSE
11,San Jose,111.3322321,52,website,6718,OSX,22,7,1,FALSE
6,Columbus,129.7016464,48,conference,10590,Other,18,6,0,FALSE
7,Columbus,170.1273274,46,conference,12045,Windows,18,5,0,FALSE
6,Las Vegas,191.650048,50,referral,4398,Windows,11,6,1,FALSE
8,San Jose,144.2343225,45,website,11822,Other,20,5,1,FALSE
10,New York,122.7948852,45,website,9566,OSX,24,4,1,FALSE
7,Atlanta,189.1020445,49,website,12108,OSX,18,5,3,TRUE
6,Kansas City,133.5457229,47,conference,6637,Windows,18,5,1,FALSE
8,Denver,134.8177832,45,website,8225,Windows,15,5,0,FALSE
6,New York,146.415216,38,website,10295,Windows,20,6,0,FALSE
7,Tulsa,181.9061458,37,referral,11151,Other,21,6,3,TRUE
7,San Jose,153.8985283,49,referral,9854,Windows,34,6,2,TRUE
7,Kansas City,159.2330997,54,referral,11400,OSX,14,7,0,FALSE
8,Los Angeles,133.91408,39,email,9274,Other,24,6,0,FALSE
12,Chicago,59.30778755,36,conference,13617,Windows,35,6,3,TRUE
6,Freehold,93.77707331,51,email,8476,Windows,16,7,2,FALSE
8,Columbus,131.5230116,41,conference,12360,OSX,36,5,0,TRUE
7,Memphis,194.5407652,47,conference,4671,Windows,16,6,0,FALSE
5,Tulsa,188.5243122,52,conference,5189,OSX,12,7,1,FALSE
10,Seattle,115.3428571,35,referral,6954,Windows,18,5,0,FALSE
6,Albany,160.4125575,56,website,7875,Other,13,6,0,FALSE
6,Austin,138.1517109,46,conference,5621,Other,14,4,2,FALSE
6,San Jose,106.7335751,48,conference,7445,Other,13,6,1,FALSE
9,Atlanta,169.4835801,50,email,7581,OSX,12,7,1,TRUE
6,Denver,148.5076381,40,email,10739,Windows,24,5,0,FALSE
7,Denver,187.3728931,39,referral,11954,OSX,22,7,1,TRUE
10,Albany,106.5873525,52,referral,8822,Windows,17,5,0,FALSE
6,Austin,195.3106852,51,conference,9097,OSX,14,5,0,FALSE
6,Freehold,126.977331,49,conference,11434,Other,20,6,0,FALSE
7,Kansas City,125.4193199,46,website,9181,Windows,27,6,0,FALSE
8,Albany,108.4913637,52,website,8618,Windows,14,6,0,FALSE
7,Atlanta,169.1809052,49,referral,13703,OSX,19,5,3,FALSE
7,Atlanta,104.8498424,37,referral,7847,Windows,26,6,0,FALSE
8,Columbus,128.686975,45,referral,10008,Other,29,8,2,FALSE
7,Tulsa,151.4843361,43,website,11666,Windows,24,6,0,FALSE
7,Seattle,158.7118176,38,website,11488,OSX,31,4,2,FALSE
7,San Diego,173.2800724,46,email,13189,OSX,21,5,0,TRUE
9,San Jose,232.0302624,48,website,7422,OSX,22,6,0,TRUE
5,San Diego,186.4915568,47,conference,15004,Windows,14,5,0,FALSE
8,New York,145.0828894,43,website,5790,Windows,17,4,0,FALSE
5,Boston,151.2962937,35,referral,10361,Windows,33,6,1,FALSE
7,Freehold,220.0417106,44,website,7947,Windows,17,6,2,TRUE
6,Seattle,79.14964813,49,conference,9867,OSX,14,5,1,FALSE
9,Los Angeles,141.6959081,50,email,13766,OSX,13,5,3,TRUE
9,Los Angeles,111.8136801,46,website,8572,Windows,25,5,1,FALSE
11,Seattle,114.5688564,48,referral,10054,OSX,27,5,3,FALSE
9,New York,149.4075048,36,website,11125,OSX,34,6,2,FALSE
5,Atlanta,213.9808323,50,website,8554,Other,17,5,0,FALSE
5,Columbus,198.7943559,51,referral,11627,Other,28,7,3,TRUE
8,Albany,127.4693538,55,conference,12265,Windows,11,5,0,FALSE
8,Tulsa,194.7492191,40,referral,10777,OSX,23,6,0,TRUE
7,Phoenix,159.6114635,40,website,13113,Other,26,6,1,TRUE
7,Memphis,128.2500661,49,website,11584,OSX,16,6,3,TRUE
7,Tulsa,101.1684249,49,email,10246,Other,12,6,0,FALSE
4,Tulsa,148.6960667,42,referral,9448,OSX,17,4,1,FALSE
7,Atlanta,121.8661505,36,referral,9206,Windows,23,6,0,FALSE
10,San Diego,130.0090533,33,referral,9546,OSX,37,6,4,FALSE
7,Boston,146.5704056,48,referral,10095,Windows,33,7,2,TRUE
6,Las Vegas,108.2548796,44,website,10931,Windows,20,7,0,FALSE
6,Phoenix,151.1266647,38,website,11370,Windows,26,5,0,FALSE
6,Memphis,122.5217596,48,email,6680,Windows,19,6,1,FALSE
7,Albany,131.7521033,46,email,6504,Windows,8,7,1,FALSE
5,Tulsa,176.3087062,45,conference,7331,Other,20,7,0,FALSE
8,Denver,117.2812344,48,email,10765,Windows,21,6,0,FALSE
7,Atlanta,146.1983993,46,email,11408,Windows,8,6,0,FALSE
6,Austin,153.5578963,53,website,12772,Windows,13,6,4,TRUE
6,Tulsa,179.0635669,36,email,12175,Windows,28,7,0,FALSE
6,Los Angeles,152.3720439,48,conference,6878,Windows,18,6,1,FALSE
9,Atlanta,102.2604785,41,email,13098,Windows,27,7,4,TRUE
6,Memphis,137.1836305,43,referral,10224,OSX,27,7,4,TRUE
12,New York,75.6468072,45,website,5947,Windows,18,5,0,FALSE
5,Tulsa,135.713809,50,conference,5988,Other,18,8,2,FALSE
7,Columbus,31.77816167,53,email,11945,Windows,15,5,1,FALSE
8,Atlanta,29.4470755,40,conference,11482,Windows,18,7,0,FALSE
6,Memphis,67.8211419,44,referral,7774,Windows,21,7,2,FALSE
5,Seattle,147.4217716,44,conference,6489,Other,19,7,1,FALSE
8,Boston,143.7894971,43,referral,10548,Other,18,6,0,FALSE
7,San Jose,171.8278246,50,email,7256,Windows,12,4,0,FALSE
6,Atlanta,143.2475286,50,email,10614,Other,18,5,0,TRUE
7,San Jose,121.8663382,44,website,10066,Windows,19,6,0,FALSE
7,Los Angeles,218.1654312,48,email,4550,Windows,12,6,0,FALSE
6,Tulsa,151.3342932,40,website,13743,Other,28,7,1,TRUE
5,Las Vegas,134.8792688,40,conference,10073,Windows,26,7,0,FALSE
6,Memphis,141.3049505,32,referral,14333,Windows,21,5,3,TRUE
6,Chicago,196.2134378,46,conference,4913,Other,19,6,0,FALSE
5,Columbus,168.532035,58,email,5673,OSX,11,6,2,FALSE
7,San Jose,177.3291313,34,referral,11352,OSX,37,6,4,TRUE
8,Columbus,130.7381703,50,website,13811,Other,21,5,4,TRUE
7,Chicago,197.1055697,43,conference,4826,Other,9,6,0,FALSE
5,Memphis,165.4184961,56,conference,9032,OSX,12,6,0,FALSE
7,Seattle,149.1307127,50,email,11900,Windows,9,7,0,FALSE
6,Atlanta,32.42138663,46,conference,9271,Windows,10,5,3,FALSE
6,Albany,154.8518666,51,website,11734,Windows,18,6,0,FALSE
6,Boston,82.81628623,44,conference,7057,Windows,22,7,3,FALSE
6,Freehold,151.1842279,54,referral,11576,Windows,25,7,3,TRUE
11,Freehold,70.19553307,31,referral,4706,Windows,38,7,3,FALSE
7,Seattle,196.9492986,46,website,10302,OSX,28,6,0,TRUE
7,Denver,137.5012324,48,conference,9265,Windows,18,6,0,FALSE
5,San Diego,135.5681362,49,conference,9004,OSX,24,7,0,FALSE
9,Phoenix,193.9247808,45,email,12336,OSX,31,5,0,TRUE
9,Las Vegas,120.3056217,38,referral,7978,OSX,26,6,0,FALSE
8,San Jose,128.5729244,44,website,9663,Windows,18,8,0,FALSE
8,Los Angeles,111.4213335,47,email,11859,Windows,20,4,1,TRUE
9,Denver,125.2390762,29,referral,8862,Windows,30,5,1,FALSE
5,Seattle,208.4770353,51,conference,5409,OSX,17,7,0,FALSE
8,Kansas City,107.7862447,35,referral,5132,Windows,29,6,0,TRUE
6,Las Vegas,174.2105035,53,email,13265,Windows,7,7,0,FALSE
6,Austin,146.1436374,48,email,9591,Other,14,6,0,FALSE
3,Memphis,146.6594375,44,conference,7939,OSX,20,7,2,FALSE
12,Seattle,107.4691445,44,referral,8914,OSX,22,7,0,FALSE
7,Freehold,123.2648685,48,website,7444,Windows,22,7,0,FALSE
13,Chicago,61.74998495,46,referral,6795,OSX,31,4,4,FALSE
8,Kansas City,143.3080675,42,website,11526,OSX,24,6,1,FALSE
10,Kansas City,187.8870615,42,conference,9218,Other,21,6,0,TRUE
8,Las Vegas,135.0086096,43,referral,10746,Windows,21,7,1,FALSE
7,Phoenix,186.7140766,52,referral,6029,Windows,11,6,0,FALSE
6,Chicago,117.1701017,50,email,8375,Windows,13,7,0,FALSE
4,Boston,201.6417643,40,email,14164,Windows,20,7,0,FALSE
7,Boston,130.7249883,38,conference,9088,Windows,25,6,0,FALSE
10,San Jose,129.0591781,45,email,10476,Windows,18,4,0,FALSE
9,Chicago,142.7072206,40,email,11807,OSX,28,7,1,FALSE
6,Atlanta,183.9199223,45,website,11184,Windows,19,7,0,FALSE
5,Seattle,213.3491766,41,referral,9180,Windows,22,6,0,FALSE
7,Boston,150.9205906,47,email,11521,Windows,15,6,0,FALSE
12,San Diego,97.69874844,35,conference,11848,OSX,22,6,4,TRUE
7,Phoenix,147.7423135,41,conference,7644,Windows,16,6,0,FALSE
9,Kansas City,132.4320921,53,referral,10098,Other,10,6,0,FALSE
8,Atlanta,198.980639,53,email,11428,OSX,15,5,1,TRUE
9,Freehold,163.4899788,45,conference,10268,OSX,33,7,0,TRUE
7,Las Vegas,179.2485098,37,referral,8384,Other,25,7,0,TRUE
5,Atlanta,148.0245579,46,email,11092,OSX,18,6,0,FALSE
11,Tulsa,101.719986,34,referral,5521,Windows,27,5,0,FALSE
6,Seattle,171.137307,47,conference,8473,Other,19,6,0,FALSE
6,New York,180.1175323,48,referral,11646,OSX,23,6,3,TRUE
6,Atlanta,177.9834826,48,website,12038,Other,15,7,0,FALSE
7,Freehold,128.6056892,47,referral,4990,Windows,10,7,2,FALSE
9,Tulsa,210.1421054,46,conference,8555,Other,24,6,0,TRUE
5,Freehold,100.5499859,53,email,7337,Windows,15,6,4,FALSE
8,Columbus,131.9811261,41,website,9132,Windows,27,5,0,FALSE
7,Boston,160.7983007,51,conference,10416,OSX,17,3,0,FALSE
7,Freehold,107.7111846,45,email,11767,Windows,13,6,0,FALSE
5,San Diego,178.2946103,46,conference,9795,OSX,15,6,0,FALSE
8,Phoenix,123.9997526,37,website,9842,Windows,28,5,1,FALSE
6,Tulsa,161.1920969,38,referral,8568,OSX,17,5,0,TRUE
9,Memphis,207.1322961,36,referral,10773,Other,25,5,2,TRUE
8,Chicago,140.7252633,43,email,10283,Windows,18,7,0,FALSE
7,Memphis,180.9985298,52,website,13531,Other,21,5,3,TRUE
7,Albany,144.0816954,53,website,15736,OSX,14,5,4,TRUE
5,Austin,152.609703,45,website,12717,Windows,16,5,0,FALSE
8,Columbus,84.79427973,45,conference,16188,Other,11,5,4,TRUE
11,San Diego,108.4924519,41,email,7116,Windows,23,6,3,TRUE
9,Kansas City,209.5431006,44,website,11905,OSX,21,6,0,TRUE
6,Freehold,148.6818018,37,referral,12954,Other,25,6,1,TRUE
7,Albany,125.3365601,44,conference,7712,Other,14,5,0,FALSE
7,Memphis,197.3042098,48,conference,9153,Windows,24,7,1,TRUE
2,San Diego,215.0558507,38,conference,15957,Windows,15,6,0,FALSE
8,Columbus,132.6002216,44,email,10857,Windows,21,8,0,TRUE
5,Tulsa,156.9979253,45,website,8934,Windows,18,6,0,FALSE
10,New York,124.4696411,47,website,10152,OSX,22,7,0,FALSE
8,Tulsa,141.3399698,47,website,10107,Windows,22,6,0,FALSE
5,Chicago,181.1385667,48,email,7109,Windows,22,6,1,FALSE
8,Boston,139.2360373,36,referral,9805,Other,31,7,1,FALSE
9,San Diego,111.8282099,44,website,8016,Windows,28,6,2,TRUE
5,Phoenix,169.7031345,40,email,12506,Other,28,6,1,FALSE
8,Chicago,147.3632378,40,referral,12027,Windows,24,7,1,FALSE
8,Tulsa,137.8725603,48,website,12461,Windows,21,5,4,TRUE
8,Los Angeles,156.0260064,43,email,11572,Windows,20,6,0,FALSE
5,Denver,154.4221627,35,email,10647,Windows,21,5,0,FALSE
8,New York,133.6451977,48,email,11088,Windows,15,7,0,FALSE
6,Austin,146.2576515,57,website,7401,Windows,12,6,1,FALSE
12,Phoenix,229.2879686,42,conference,11029,Other,29,7,0,TRUE
8,Austin,116.9587286,46,website,9128,Windows,15,5,0,FALSE
7,Seattle,127.2530225,44,referral,9398,Other,23,5,0,FALSE
6,New York,138.0181086,47,website,13281,Other,24,7,3,TRUE
6,San Diego,106.5438172,35,conference,11884,Windows,31,7,0,TRUE
9,Phoenix,106.6236927,44,email,12924,Other,21,4,2,TRUE
6,Freehold,151.7114183,50,email,6439,Windows,20,6,1,FALSE
8,Boston,153.8135462,45,email,12852,Windows,23,6,1,FALSE
8,Albany,164.0660927,37,website,12357,Other,35,5,4,FALSE
6,Columbus,156.6558486,38,referral,10919,OSX,24,6,0,FALSE
8,New York,130.1979057,50,website,12945,Other,13,6,4,TRUE
6,Austin,137.8293464,58,referral,11870,Windows,27,5,0,TRUE
7,Kansas City,128.8893431,51,conference,11489,Windows,16,7,0,FALSE
7,Memphis,154.0972676,34,referral,11345,Windows,27,7,2,FALSE
8,Denver,143.8736436,45,website,10841,OSX,23,5,3,TRUE
8,Kansas City,180.1255843,50,email,11273,Windows,14,6,3,TRUE
11,Atlanta,47.34392879,37,email,13004,Windows,38,6,4,TRUE
8,Freehold,164.6792005,40,email,8639,OSX,20,6,3,TRUE
8,Kansas City,160.7706029,40,conference,11242,OSX,28,5,1,FALSE
7,Memphis,160.5351032,37,referral,11531,OSX,25,5,1,FALSE
4,Columbus,206.4685247,52,conference,6553,OSX,14,7,1,FALSE
7,Freehold,143.1930311,47,conference,12210,Windows,16,6,0,FALSE
9,Las Vegas,114.8872824,39,conference,9387,Windows,21,7,0,FALSE
5,New York,110.9560183,47,email,5578,Windows,13,6,4,FALSE
8,Freehold,172.7803408,44,website,11897,OSX,23,5,1,TRUE
6,Phoenix,167.3926247,42,conference,7198,OSX,13,6,0,FALSE
11,Columbus,71.76870867,33,referral,6290,Windows,34,4,1,FALSE
7,Columbus,195.912005,50,website,9145,Windows,15,7,0,FALSE
8,Austin,137.8115351,46,referral,10608,Windows,21,5,0,FALSE
6,Las Vegas,157.1862099,41,email,11922,Windows,16,6,0,FALSE
9,Atlanta,151.979944,50,website,5269,Windows,28,7,1,TRUE
5,San Jose,204.0652984,47,website,4798,Windows,18,6,3,FALSE
3,Chicago,197.3543732,45,email,15675,Windows,22,6,1,FALSE
7,Los Angeles,61.67423471,50,conference,11028,Windows,21,6,0,FALSE
6,Las Vegas,179.4026022,44,email,4450,Windows,21,6,1,FALSE
8,Atlanta,138.1464093,48,email,6661,Windows,19,8,0,FALSE
8,San Jose,194.0925605,38,referral,13434,OSX,19,4,2,TRUE
5,Los Angeles,105.460044,43,email,4326,Windows,17,7,4,FALSE
6,Freehold,132.3964741,35,referral,9444,Other,26,6,0,TRUE
5,Columbus,121.4668402,44,email,8690,Windows,21,6,1,FALSE
6,Seattle,170.6928419,45,email,3534,Windows,16,4,2,FALSE
6,Denver,127.565597,49,email,6924,Windows,10,6,1,FALSE
7,New York,162.0013856,49,referral,6462,Windows,15,6,0,FALSE
6,Chicago,125.7451178,46,conference,7932,Other,22,5,0,FALSE
9,Columbus,135.2769052,43,referral,10860,Other,26,7,3,FALSE
5,Boston,181.9821146,40,website,13768,OSX,30,6,3,FALSE
8,San Diego,154.5383595,52,email,12116,Other,20,7,0,FALSE
6,Albany,148.2049883,41,website,11235,OSX,32,5,0,TRUE
8,Freehold,138.2119758,44,conference,12478,Windows,26,5,0,FALSE
4,San Jose,192.7268557,44,conference,15011,OSX,27,6,4,FALSE
9,Phoenix,137.4528663,38,referral,10101,Windows,23,6,1,FALSE
5,Phoenix,136.7235266,47,conference,4829,OSX,15,5,3,FALSE
9,Chicago,136.1763887,40,referral,11138,OSX,30,7,4,FALSE
6,New York,182.5391248,54,conference,8146,OSX,15,8,0,FALSE
7,Atlanta,126.7735563,44,conference,10281,Windows,28,7,1,FALSE
5,Phoenix,104.4696211,50,conference,9678,OSX,16,6,1,FALSE
7,Chicago,184.0894688,40,conference,13861,OSX,29,6,3,FALSE
7,Atlanta,165.2586078,45,email,9552,Windows,17,5,0,FALSE
6,Kansas City,172.1542587,51,email,12498,OSX,19,6,0,FALSE
11,Denver,114.8703234,46,conference,9322,Other,30,6,2,FALSE
6,Tulsa,133.9957425,49,conference,6521,Other,11,6,1,FALSE
6,Phoenix,146.8351296,47,website,13243,Windows,28,7,4,TRUE
10,New York,132.454606,38,referral,8447,OSX,32,6,2,FALSE
7,Chicago,165.2781417,49,website,11169,OSX,23,6,1,FALSE
6,Columbus,116.4334999,55,conference,10762,OSX,20,6,0,FALSE
6,San Diego,112.1793512,44,website,11004,Windows,15,6,0,FALSE
9,Las Vegas,148.2259337,37,referral,9188,OSX,26,6,2,FALSE
4,Memphis,109.4791025,45,conference,10280,OSX,19,8,1,FALSE
6,Chicago,173.6347631,40,website,12432,Other,29,6,2,FALSE
